user_id,state,created_date,last_login,role,active,sign_up_source
5ff1e1eacfcf6c399c274ae6,WI,2021-01-03 10:25:30.554000-05:00,2021-01-03 10:25:30.597000-05:00,consumer,True,Email
5ff1e194b6a9d73a3a9f1052,WI,2021-01-03 10:24:04.800000-05:00,2021-01-03 10:25:37.858000-05:00,consumer,True,Email
5ff1e194b6a9d73a3a9f1052,WI,2021-01-03 10:24:04.800000-05:00,2021-01-03 10:25:37.858000-05:00,consumer,True,Email
5ff1e1e4cfcf6c399c274ac3,WI,2021-01-03 10:25:24.656000-05:00,2021-01-03 10:25:24.694000-05:00,consumer,True,Email
5ff1e1b4cfcf6c399c274a54,WI,2021-01-03 10:24:36.410000-05:00,2021-01-03 10:24:36.452000-05:00,consumer,True,Email
5ff1e1eacfcf6c399c274ae6,WI,2021-01-03 10:25:30.554000-05:00,2021-01-03 10:25:30.597000-05:00,consumer,True,Email
5ff1e194b6a9d73a3a9f1052,WI,2021-01-03 10:24:04.800000-05:00,2021-01-03 10:25:37.858000-05:00,consumer,True,Email
5ff370c562fde912123a5e0e,WI,2021-01-04 14:47:17.776000-05:00,2021-01-04 14:50:50.563000-05:00,consumer,True,Email
5ff36d0362fde912123a5535,WI,2021-01-04 14:31:15.973000-05:00,2021-01-04 14:34:42.944000-05:00,consumer,True,Email
5ff36d83135e7011bcb864d6,WI,2021-01-04 14:33:23.244000-05:00,2021-01-04 14:33:23.425000-05:00,consumer,True,Email
5ff36c8862fde912123a538a,WI,2021-01-04 14:29:12.943000-05:00,2021-01-04 14:29:13.141000-05:00,consumer,True,Email
5ff370c562fde912123a5e0e,WI,2021-01-04 14:47:17.776000-05:00,2021-01-04 14:50:50.563000-05:00,consumer,True,Email
5ff36be7135e7011bcb856d3,WI,2021-01-04 14:26:31.239000-05:00,2021-01-04 14:29:52.726000-05:00,consumer,True,Email
5ff36d0362fde912123a5535,WI,2021-01-04 14:31:15.973000-05:00,2021-01-04 14:34:42.944000-05:00,consumer,True,Email
5ff36be7135e7011bcb856d3,WI,2021-01-04 14:26:31.239000-05:00,2021-01-04 14:29:52.726000-05:00,consumer,True,Email
5ff36a3862fde912123a4460,WI,2021-01-04 14:19:20.352000-05:00,2021-01-04 14:23:05.340000-05:00,consumer,True,Email
5ff36d0362fde912123a5535,WI,2021-01-04 14:31:15.973000-05:00,2021-01-04 14:34:42.944000-05:00,consumer,True,Email
5ff36c8e135e7011bcb85da4,WI,2021-01-04 14:29:18.994000-05:00,2021-01-04 14:29:19.173000-05:00,consumer,True,Email
5ff36a3862fde912123a4460,WI,2021-01-04 14:19:20.352000-05:00,2021-01-04 14:23:05.340000-05:00,consumer,True,Email
5ff370c562fde912123a5e0e,WI,2021-01-04 14:47:17.776000-05:00,2021-01-04 14:50:50.563000-05:00,consumer,True,Email
5ff36a3862fde912123a4460,WI,2021-01-04 14:19:20.352000-05:00,2021-01-04 14:23:05.340000-05:00,consumer,True,Email
5ff36a3862fde912123a4460,WI,2021-01-04 14:19:20.352000-05:00,2021-01-04 14:23:05.340000-05:00,consumer,True,Email
5ff370c562fde912123a5e0e,WI,2021-01-04 14:47:17.776000-05:00,2021-01-04 14:50:50.563000-05:00,consumer,True,Email
5ff36a3862fde912123a4460,WI,2021-01-04 14:19:20.352000-05:00,2021-01-04 14:23:05.340000-05:00,consumer,True,Email
5ff370c562fde912123a5e0e,WI,2021-01-04 14:47:17.776000-05:00,2021-01-04 14:50:50.563000-05:00,consumer,True,Email
5ff3711e62fde912123a620e,WI,2021-01-04 14:48:46.807000-05:00,2021-01-04 14:48:46.997000-05:00,consumer,True,Email
5ff36be7135e7011bcb856d3,WI,2021-01-04 14:26:31.239000-05:00,2021-01-04 14:29:52.726000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff473e7c1e2d0121a9b2697,WI,2021-01-05 09:12:55.669000-05:00,2021-01-05 09:12:55.877000-05:00,consumer,True,Email
5ff47392c3d63511e2a47881,WI,2021-01-05 09:11:30.233000-05:00,2021-01-05 09:15:33.550000-05:00,consumer,True,Email
5ff47392c3d63511e2a47881,WI,2021-01-05 09:11:30.233000-05:00,2021-01-05 09:15:33.550000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff4ce91c1e2d0121a9b3057,WI,2021-01-05 15:39:45.282000-05:00,2021-01-05 15:39:45.329000-05:00,consumer,True,Email
5ff47392c3d63511e2a47881,WI,2021-01-05 09:11:30.233000-05:00,2021-01-05 09:15:33.550000-05:00,consumer,True,Email
5ff4ce3dc3d63511e2a484dc,WI,2021-01-05 15:38:21.887000-05:00,2021-01-05 15:38:21.938000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff4ce3dc3d63511e2a484dc,WI,2021-01-05 15:38:21.887000-05:00,2021-01-05 15:38:21.938000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff47392c3d63511e2a47881,WI,2021-01-05 09:11:30.233000-05:00,2021-01-05 09:15:33.550000-05:00,consumer,True,Email
5ff4ce3dc3d63511e2a484dc,WI,2021-01-05 15:38:21.887000-05:00,2021-01-05 15:38:21.938000-05:00,consumer,True,Email
5ff4ce3dc3d63511e2a484dc,WI,2021-01-05 15:38:21.887000-05:00,2021-01-05 15:38:21.938000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff4ce34c3d63511e2a484ba,WI,2021-01-05 15:38:12.503000-05:00,2021-01-05 15:38:12.565000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff4ce33c3d63511e2a484b6,WI,2021-01-05 15:38:11.229000-05:00,2021-01-05 15:39:55.131000-05:00,consumer,True,Email
5ff4ce3ac1e2d0121a9b2fb3,WI,2021-01-05 15:38:18.446000-05:00,2021-01-05 15:38:18.495000-05:00,consumer,True,Email
5ff47392c3d63511e2a47881,WI,2021-01-05 09:11:30.233000-05:00,2021-01-05 09:15:33.550000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d1a38f142f11dd1886ba,WI,2021-01-06 10:05:07.667000-05:00,2021-01-06 10:05:07.878000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d1d08f142f11dd18884c,WI,2021-01-06 10:05:52.484000-05:00,2021-01-06 10:05:52.717000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff5d15aeb7c7d12096d91a2,WI,2021-01-06 10:03:54.680000-05:00,2021-01-06 10:08:10.009000-05:00,consumer,True,Email
5ff7264e8f142f11dd189504,WI,2021-01-07 10:18:38.596000-05:00,2021-01-07 10:20:26.821000-05:00,consumer,True,Email
5ff7401ceb7c7d31ca8a46e0,WI,2021-01-07 12:08:44.072000-05:00,2021-01-07 12:08:44.352000-05:00,consumer,True,Email
5ff73bea8f142f3276c3e84a,WI,2021-01-07 11:50:50.206000-05:00,2021-01-07 11:50:50.255000-05:00,consumer,True,Email
5ff74f3db3348b11c93361d1,WI,2021-01-07 13:13:17.921000-05:00,2021-01-07 13:17:03.217000-05:00,consumer,True,Email
5ff7264e8f142f11dd189504,WI,2021-01-07 10:18:38.596000-05:00,2021-01-07 10:20:26.821000-05:00,consumer,True,Email
5ff73b90eb7c7d31ca8a452b,WI,2021-01-07 11:49:20.959000-05:00,2021-01-07 11:51:07.267000-05:00,consumer,True,Email
5ff7930fb3348b11c93372a6,WI,2021-01-07 18:02:39.759000-05:00,2021-01-07 18:09:54.656000-05:00,consumer,True,Email
5ff7268eeb7c7d12096da2a9,WI,2021-01-07 10:19:42.584000-05:00,2021-01-07 10:19:42.630000-05:00,consumer,True,Email
5ff7268eeb7c7d12096da2a9,WI,2021-01-07 10:19:42.584000-05:00,2021-01-07 10:19:42.630000-05:00,consumer,True,Email
5ff7264e8f142f11dd189504,WI,2021-01-07 10:18:38.596000-05:00,2021-01-07 10:20:26.821000-05:00,consumer,True,Email
5ff7930fb3348b11c93372a6,WI,2021-01-07 18:02:39.759000-05:00,2021-01-07 18:09:54.656000-05:00,consumer,True,Email
5ff726a0eb7c7d12096da2db,WI,2021-01-07 10:20:00.299000-05:00,2021-01-07 10:20:00.353000-05:00,consumer,True,Email
5ff793dd04929111f6e90c69,WI,2021-01-07 18:06:05.503000-05:00,2021-01-07 18:06:05.681000-05:00,consumer,True,Email
5ff7949eb3348b11c93373d2,WI,2021-01-07 18:09:18.699000-05:00,2021-01-07 18:09:18.840000-05:00,consumer,True,Email
5ff7268c8f142f11dd189579,WI,2021-01-07 10:19:40.196000-05:00,2021-01-07 10:19:40.243000-05:00,consumer,True,Email
5ff73b90eb7c7d31ca8a452b,WI,2021-01-07 11:49:20.959000-05:00,2021-01-07 11:51:07.267000-05:00,consumer,True,Email
5ff7264e8f142f11dd189504,WI,2021-01-07 10:18:38.596000-05:00,2021-01-07 10:20:26.821000-05:00,consumer,True,Email
5ff616a68f142f11dd189163,KY,2021-01-06 14:59:34.996000-05:00,,consumer,True,Email
5ff7930fb3348b11c93372a6,WI,2021-01-07 18:02:39.759000-05:00,2021-01-07 18:09:54.656000-05:00,consumer,True,Email
5ff79464b3348b11c933738b,WI,2021-01-07 18:08:20.153000-05:00,2021-01-07 18:08:20.301000-05:00,consumer,True,Email
5ff8c241b3348b11c93379fc,WI,2021-01-08 15:36:17.626000-05:00,2021-01-08 15:36:17.831000-05:00,consumer,True,Email
5ff8ce8504929111f6e913cb,WI,2021-01-08 16:28:37.743000-05:00,2021-01-08 16:29:59.411000-05:00,consumer,True,Email
5ff8ce8504929111f6e913cb,WI,2021-01-08 16:28:37.743000-05:00,2021-01-08 16:29:59.411000-05:00,consumer,True,Email
5ff873d1b3348b11c9337716,WI,2021-01-08 10:01:37.348000-05:00,2021-01-08 10:03:21.259000-05:00,consumer,True,Email
5ff873ef04929111f6e910f0,WI,2021-01-08 10:02:07.604000-05:00,2021-01-08 10:02:07.655000-05:00,consumer,True,Email
5ff8c4e8b3348b11c9337a11,WI,2021-01-08 15:47:36.724000-05:00,2021-01-08 15:47:37.088000-05:00,consumer,True,Email
5ff873d1b3348b11c9337716,WI,2021-01-08 10:01:37.348000-05:00,2021-01-08 10:03:21.259000-05:00,consumer,True,Email
5ff8da28b3348b11c9337ac6,WI,2021-01-08 17:18:16.844000-05:00,2021-01-08 17:19:49.939000-05:00,consumer,True,Email
5ff8da7db3348b11c9337b6a,WI,2021-01-08 17:19:41.689000-05:00,2021-01-08 17:19:41.738000-05:00,consumer,True,Email
5ff873ddb3348b11c9337733,WI,2021-01-08 10:01:49.160000-05:00,2021-01-08 10:01:49.202000-05:00,consumer,True,Email
5ff8a11db3348b11c93378aa,WI,2021-01-08 13:14:53.734000-05:00,2021-01-08 13:14:53.928000-05:00,consumer,True,Email
5ff873d1b3348b11c9337716,WI,2021-01-08 10:01:37.348000-05:00,2021-01-08 10:03:21.259000-05:00,consumer,True,Email
5ff873d1b3348b11c9337716,WI,2021-01-08 10:01:37.348000-05:00,2021-01-08 10:03:21.259000-05:00,consumer,True,Email
5ff873d1b3348b11c9337716,WI,2021-01-08 10:01:37.348000-05:00,2021-01-08 10:03:21.259000-05:00,consumer,True,Email
5ff8ce8504929111f6e913cb,WI,2021-01-08 16:28:37.743000-05:00,2021-01-08 16:29:59.411000-05:00,consumer,True,Email
5ff8d634b3348b11c9337aa4,WI,2021-01-08 17:01:24.238000-05:00,2021-01-08 17:01:24.518000-05:00,consumer,True,Email
5ff8da28b3348b11c9337ac6,WI,2021-01-08 17:18:16.844000-05:00,2021-01-08 17:19:49.939000-05:00,consumer,True,Email
5ff8c330b3348b11c9337a04,WI,2021-01-08 15:40:16.722000-05:00,2021-01-08 15:40:16.933000-05:00,consumer,True,Email
5ff873ddb3348b11c9337733,WI,2021-01-08 10:01:49.160000-05:00,2021-01-08 10:01:49.202000-05:00,consumer,True,Email
5ff8da7eb3348b11c9337b72,WI,2021-01-08 17:19:42.704000-05:00,2021-01-08 17:19:42.749000-05:00,consumer,True,Email
5ffcb47d04929111f6e9256c,WI,2021-01-11 15:26:37.225000-05:00,2021-01-11 15:28:21.430000-05:00,consumer,True,Email
5ffc8ff9b3348b11c9338896,WI,2021-01-11 12:50:49.527000-05:00,2021-01-11 12:50:49.567000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffc9001b3348b11c93388b6,WI,2021-01-11 12:50:57.375000-05:00,2021-01-11 12:50:57.415000-05:00,consumer,True,Email
5ffc8ff9b3348b11c9338896,WI,2021-01-11 12:50:49.527000-05:00,2021-01-11 12:50:49.567000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffc8ff9b3348b11c9338896,WI,2021-01-11 12:50:49.527000-05:00,2021-01-11 12:50:49.567000-05:00,consumer,True,Email
5ffc8ff9b3348b11c9338896,WI,2021-01-11 12:50:49.527000-05:00,2021-01-11 12:50:49.567000-05:00,consumer,True,Email
5ffcb4bc04929111f6e92608,WI,2021-01-11 15:27:40.225000-05:00,2021-01-11 15:27:40.265000-05:00,consumer,True,Email
5ffc9d87b3348b11c9338920,WI,2021-01-11 13:48:39.076000-05:00,2021-01-11 13:50:13.461000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffc9d87b3348b11c9338920,WI,2021-01-11 13:48:39.076000-05:00,2021-01-11 13:50:13.461000-05:00,consumer,True,Email
5ffcb47d04929111f6e9256c,WI,2021-01-11 15:26:37.225000-05:00,2021-01-11 15:28:21.430000-05:00,consumer,True,Email
5ffc9d87b3348b11c9338920,WI,2021-01-11 13:48:39.076000-05:00,2021-01-11 13:50:13.461000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffcb4bc04929111f6e92608,WI,2021-01-11 15:27:40.225000-05:00,2021-01-11 15:27:40.265000-05:00,consumer,True,Email
5ffc8f9704929111f6e922bf,WI,2021-01-11 12:49:11.890000-05:00,2021-01-11 12:50:56.750000-05:00,consumer,True,Email
5ffc9d9f04929111f6e92456,WI,2021-01-11 13:49:03.920000-05:00,2021-01-11 13:49:03.965000-05:00,consumer,True,Email
5ffca30604929111f6e92525,WI,2021-01-11 14:12:06.515000-05:00,2021-01-11 14:12:06.791000-05:00,consumer,True,Email
5fff0f9804929101d0ab0697,WI,2021-01-13 10:19:52.446000-05:00,2021-01-13 10:19:52.678000-05:00,consumer,True,Email
5fff0f4fb3348b03eb45abb0,WI,2021-01-13 10:18:39.070000-05:00,2021-01-13 10:22:02.153000-05:00,consumer,True,Email
5fff4beedf9ace121f0c17ea,WI,2021-01-13 14:37:18.415000-05:00,2021-01-13 14:41:12.676000-05:00,consumer,True,Email
5ffe115404929101d0aaebb2,AL,2021-01-12 16:15:00.208000-05:00,,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff0f4fb3348b03eb45abb0,WI,2021-01-13 10:18:39.070000-05:00,2021-01-13 10:22:02.153000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff4beedf9ace121f0c17ea,WI,2021-01-13 14:37:18.415000-05:00,2021-01-13 14:41:12.676000-05:00,consumer,True,Email
5ffe115404929101d0aaebb2,AL,2021-01-12 16:15:00.208000-05:00,,consumer,True,Email
5fff26bab3348b03eb45bb22,WI,2021-01-13 11:58:34.027000-05:00,2021-01-13 11:58:34.075000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff0f4fb3348b03eb45abb0,WI,2021-01-13 10:18:39.070000-05:00,2021-01-13 10:22:02.153000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff4c7461ffa811fdb0854c,WI,2021-01-13 14:39:32.913000-05:00,2021-01-13 14:39:33.163000-05:00,consumer,True,Email
5fff26bfb3348b03eb45bb32,WI,2021-01-13 11:58:39.411000-05:00,2021-01-13 11:58:39.463000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
5fff0f4fb3348b03eb45abb0,WI,2021-01-13 10:18:39.070000-05:00,2021-01-13 10:22:02.153000-05:00,consumer,True,Email
5fff26f2b3348b03eb45bbb9,WI,2021-01-13 11:59:30.518000-05:00,2021-01-13 11:59:30.567000-05:00,consumer,True,Email
5fff55dabd4dff11dda8f5f1,WI,2021-01-13 15:19:38.721000-05:00,2021-01-13 15:23:26.975000-05:00,consumer,True,Email
6000d4bae2571211db395b9f,WI,2021-01-14 18:33:14.861000-05:00,2021-01-14 18:33:14.903000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
6000d46cfb296c121a81b20c,WI,2021-01-14 18:31:56.665000-05:00,2021-01-14 18:33:52.701000-05:00,consumer,True,Email
6000b7aefb296c121a8198b1,WI,2021-01-14 16:29:18.188000-05:00,2021-01-14 16:33:22.666000-05:00,consumer,True,Email
60005709bd4dff11dda90ac1,WI,2021-01-14 09:36:57.988000-05:00,2021-01-14 09:36:58.051000-05:00,consumer,True,Email
6000b7aefb296c121a8198b1,WI,2021-01-14 16:29:18.188000-05:00,2021-01-14 16:33:22.666000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
6000b7aefb296c121a8198b1,WI,2021-01-14 16:29:18.188000-05:00,2021-01-14 16:33:22.666000-05:00,consumer,True,Email
5e27526d0bdb6a138c32b556,WI,2020-01-21 14:35:09.795000-05:00,,consumer,True,Google
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
6000d46cfb296c121a81b20c,WI,2021-01-14 18:31:56.665000-05:00,2021-01-14 18:33:52.701000-05:00,consumer,True,Email
6000d4abe2571211db395b5c,WI,2021-01-14 18:32:59.197000-05:00,2021-01-14 18:32:59.248000-05:00,consumer,True,Email
600056d6bd4dff11dda90a3f,WI,2021-01-14 09:36:06.157000-05:00,2021-01-14 09:36:06.208000-05:00,consumer,True,Email
60005704bd4dff11dda90a9d,WI,2021-01-14 09:36:52.368000-05:00,2021-01-14 09:36:52.418000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
600056a3f7e5b011fce897b0,WI,2021-01-14 09:35:15.207000-05:00,2021-01-14 09:37:10.767000-05:00,consumer,True,Email
60005709bd4dff11dda90ac1,WI,2021-01-14 09:36:57.988000-05:00,2021-01-14 09:36:58.051000-05:00,consumer,True,Email
6002475cfb296c121a81b98d,WI,2021-01-15 20:54:36.571000-05:00,,consumer,True,Email
60024f24e257124ec6b99a13,WI,2021-01-15 21:27:49.345000-05:00,,consumer,True,Email
60037329e257124ec6b99eeb,WI,2021-01-16 18:13:45.574000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
6002541ae257124ec6b99a3a,WI,2021-01-15 21:48:58.736000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
600258dafb296c4ef805d9b7,WI,2021-01-15 22:09:14.959000-05:00,,consumer,True,Email
60025c65fb296c4ef805d9e6,WI,2021-01-15 22:24:21.980000-05:00,,consumer,True,Email
60037005e257124ec6b99ec2,WI,2021-01-16 18:00:21.504000-05:00,,consumer,True,Email
60025c65fb296c4ef805d9e6,WI,2021-01-15 22:24:21.980000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
60025c65fb296c4ef805d9e6,WI,2021-01-15 22:24:21.980000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
6000b75bbe5fc96dfee1d4d3,AL,2021-01-14 16:27:55.938000-05:00,,consumer,True,Email
60023de5fb296c121a81b955,CO,2021-01-15 20:14:13.653000-05:00,,consumer,True,Email
6002541ae257124ec6b99a3a,WI,2021-01-15 21:48:58.736000-05:00,,consumer,True,Email
60049cdce257124ec6b9a353,WI,2021-01-17 15:23:56.994000-05:00,,consumer,True,Email
60025fe0e257124ec6b99a87,WI,2021-01-15 22:39:13.154000-05:00,,consumer,True,Email
600498c4e257124ec6b9a331,WI,2021-01-17 15:06:29.321000-05:00,,consumer,True,Email
6004a5d3fb296c4ef805e256,WI,2021-01-17 16:02:11.432000-05:00,,consumer,True,Email
60037a94fb296c4ef805ddbe,WI,2021-01-16 18:45:25.319000-05:00,,consumer,True,Email
600495c3fb296c4ef805e1fc,WI,2021-01-17 14:53:39.356000-05:00,,consumer,True,Email
6004a965e257124ec6b9a39f,WI,2021-01-17 16:17:25.327000-05:00,,consumer,True,Email
6007464b6e64691717e8c1f0,WI,2021-01-19 15:51:23.347000-05:00,2021-01-19 15:55:08.492000-05:00,consumer,True,Email
6007464b6e64691717e8c1f0,WI,2021-01-19 15:51:23.347000-05:00,2021-01-19 15:55:08.492000-05:00,consumer,True,Email
600741d06e6469120a787853,WI,2021-01-19 15:32:17-05:00,2021-01-19 15:39:03.299000-05:00,consumer,True,Email
600748196e64691717e8d4f0,WI,2021-01-19 15:59:05.175000-05:00,2021-01-19 16:02:42.824000-05:00,consumer,True,Email
